plating_stk_no,model_no,version,brand,gender,pol_finish,jig_qty,traycate,ip_wiping,bath_type
1866SAA02,1866,A,TI,GEN,Buffed,144,Jumbo,No,Bright
1870SAA02,1870,A,TI,GEN,Buffed,98,Jumbo,No,Bright
1870NAB02,1870,B,TI,GEN,Buffed,98,Jumbo,No,Bright
1870SAB02,1870,B,TI,GEN,Buffed,98,Jumbo,No,Bright
1870NSA02,1870,A,TI,GEN,Shotblasting,98,Jumbo,Yes,Dull
1870QSA02/GUN,1870,A,TI,GEN,Shotblasting,98,Jumbo,Yes,Dull
1877NAA02,1877,A,TI,GEN,Buffed,144,Jumbo,No,Bright
1877SAA02,1877,A,TI,GEN,Buffed,144,Jumbo,No,Bright
1877QSA02/GUN,1877,A,TI,GEN,Shotblasting,144,Jumbo,Yes,Dull
1884NAA02,1884,A,TI,GEN,Buffed,144,Normal,No,Bright
1884SSA02,1884,A,TI,GEN,Shotblasting,144,Normal,Yes,Dull
1885NAA02,1885,A,TI,GEN,Buffed,144,Normal,No,Bright
1885SAA02,1885,A,TI,GEN,Buffed,144,Normal,No,Bright
1885WAA02,1885,A,TI,GEN,Buffed,144,Normal,No,Bright
1885YAA02/2N,1885,A,TI,GEN,Buffed,144,Normal,No,Bright
1885NSA02,1885,A,TI,GEN,Shotblasting,144,Normal,Yes,Dull
1885SSA02,1885,A,TI,GEN,Shotblasting,144,Normal,Yes,Dull
1896SSA02,1896,A,TI,GEN,Shotblasting,144,Jumbo,Yes,Dull
1899NAA02,1899,A,TI,GEN,Buffed,144,Jumbo,No,Bright
1899QAA02/GUN,1899,A,TI,GEN,Buffed,144,Jumbo,No,Bright
1899SAA02,1899,A,TI,GEN,Buffed,144,Jumbo,No,Bright
1899WAA02,1899,A,TI,GEN,Buffed,144,Jumbo,No,Bright
1918SAB02,1918,B,TI,GEN,Buffed,220,Normal,No,Bright
1918YAB02,1918,B,TI,GEN,Buffed,220,Normal,No,Bright
1918SAE02,1918,E,TI,GEN,Buffed,220,Normal,No,Bright
1918YAE02,1918,E,TI,GEN,Buffed,220,Normal,No,Bright
1918SAF02,1918,F,TI,GEN,Buffed,220,Normal,No,Bright
1918YAF02,1918,F,TI,GEN,Buffed,220,Normal,No,Bright
1918SAG02,1918,G,TI,GEN,Buffed,220,Normal,No,Bright
1918YAG02,1918,G,TI,GEN,Buffed,220,Normal,No,Bright
1927BAB02,1927,B,TI,GEN,Buffed,220,Normal,No,Bright
1927RAB02,1927,B,TI,GEN,Buffed,220,Normal,No,Bright
1927YAB02,1927,B,TI,GEN,Buffed,220,Normal,No,Bright
1937YDC02,1937,C,TI,GEN,Bi-Finish,220,Normal,Yes,Semi bright
193YAD02,193,D,TI,LAD,Buffed,312,Normal,No,Bright
1940BEB02,1940,B,TI,GEN,Bi-Finish,220,Normal,Yes,Semi bright
1940YEB02,1940,B,TI,GEN,Bi-Finish,220,Normal,Yes,Semi bright
1955BAA02,1955,A,TI,GEN,Buffed,220,Normal,No,Bright
1955YAA02,1955,A,TI,GEN,Buffed,220,Normal,No,Bright
1955BAB02,1955,B,TI,GEN,Buffed,144,Normal,No,Bright
1955YAB02,1955,B,TI,GEN,Buffed,220,Normal,No,Bright
1956YFA02,1956,A,TI,GEN,Bi-Finish,220,Normal,Yes,Semi bright
1957NAA02/BLK,1957,A,TI,GEN,Buffed,144,Normal,No,Bright
1957SAA02,1957,A,TI,GEN,Buffed,144,Normal,No,Bright
1959YAA02,1959,A,TI,GEN,Buffed,144,Normal,No,Bright
1963SBA02,1963,A,TI,GEN,Bi-Finish,144,Normal,Yes,Semi bright
1964YCA02,1964,A,TI,GEN,Bi-Finish,220,?,Yes,Semi bright
197WAE02,197,E,TI,LAD,Buffed,312,Normal,No,Bright
197YAE02,197,E,TI,LAD,Buffed,312,Normal,No,Bright
2012WAC02,2012,C,TI,LAD,Buffed,312,Normal,No,Bright
2012YAC02/2N,2012,C,TI,LAD,Buffed,312,Normal,No,Bright
2037YAC02,2037,C,SO,LAD,Buffed,312,Normal,No,Bright
2040YAA02,2040,A,TI,LAD,Buffed,312,?,No,Bright
2049SAB02,2049,B,FT,LAD,Buffed,312,Normal,No,Bright
2061YAD02,2061,D,TI,LAD,Buffed,312,Normal,No,Bright
2131BAB02,2131,B,TI,LAD,Buffed,312,Normal,No,Bright
2131YAB02,2131,B,TI,LAD,Buffed,312,Normal,No,Bright
2163YAB02,2163,B,TI,LAD,Buffed,312,Normal,No,Bright
2170YAB02,2170,B,TI,LAD,Buffed,312,Normal,No,Bright
2194SAA02,2194,A,SO,LAD,Buffed,312,Normal,No,Bright
2214YAB02,2214,B,TI,LAD,Buffed,312,Normal,No,Bright
2247YAB02,2247,B,TI,LAD,Buffed,312,Normal,No,Bright
2250YAC02,2250,C,TI,LAD,Buffed,312,Normal,No,Bright
2250YAD02/2N,2250,D,TI,LAD,Buffed,312,Normal,No,Bright
2250YAE02,2250,E,TI,LAD,Buffed,312,Normal,No,Bright
2250SAF02,2250,F,TI,LAD,Buffed,312,Normal,No,Bright
2250WAF02,2250,F,TI,LAD,Buffed,312,Normal,No,Bright
2250YAF02/2N,2250,F,TI,LAD,Buffed,312,Normal,No,Bright
2251YAD02,2251,D,TI,LAD,Buffed,312,Normal,No,Bright
2251SAE02,2251,E,TI,LAD,Buffed,312,Normal,No,Bright
2251YAE02,2251,E,TI,LAD,Buffed,312,Normal,No,Bright
2252YED02,2252,D,TI,LAD,Bi-Finish,312,Normal,Yes,Semi bright
2253SAE02,2253,E,TI,LAD,Buffed,312,Normal,No,Bright
2253WAE02,2253,E,TI,LAD,Buffed,312,Normal,No,Bright
2253YAE02,2253,E,TI,LAD,Buffed,312,Normal,No,Bright
2253YAE02/2N,2253,E,TI,LAD,Buffed,312,Normal,No,Bright
2262SAA02,2262,A,FT,LAD,Buffed,220,Normal,No,Bright
2296SEB02,2296,B,TI,LAD,Buffed,312,Normal,No,Bright
2296YEB02/2N,2296,B,TI,LAD,Buffed,312,Normal,No,Bright
2298SSD02,2298,D,FT,LAD,Shotblasting,312,Normal,Yes,Dull
2298NSE02,2298,E,FT,LAD,Shotblasting,220,Normal,Yes,Dull
2298WSE02,2298,E,FT,LAD,Shotblasting,220,Normal,Yes,Dull
2304BAB02,2304,B,TI,LAD,Buffed,312,Normal,No,Bright
2304YAB02,2304,B,TI,LAD,Buffed,312,Normal,No,Bright
2331SAA02,2331,A,TI,LAD,Buffed,312,Jumbo,No,Bright
2331YAA02,2331,A,TI,LAD,Buffed,220,Jumbo,No,Bright
2332YAB02,2332,B,TI,LAD,Buffed,312,Normal,No,Bright
2333YAA02,2333,A,TI,LAD,Buffed,312,Normal,No,Bright
2345BAA02,2345,A,TI,LAD,Buffed,312,Normal,No,Bright
2345SAA02,2345,A,TI,LAD,Buffed,312,Normal,No,Bright
2345YAA02,2345,A,TI,LAD,Buffed,312,Normal,No,Bright
2370SAB02,2370,B,TI,LAD,Buffed,312,Normal,No,Bright
2370WAB02,2370,B,TI,LAD,Buffed,312,Normal,No,Bright
2370YAB02,2370,B,TI,LAD,Buffed,312,Normal,No,Bright
2387YAA02,2387,A,TI,LAD,Buffed,312,Normal,No,Bright
2394SFA02,2394,A,FT,LAD,Bi-Finish,220,Normal,Yes,Semi bright
2395YEC02/2N,2395,C,TI,LAD,Bi-Finish,220,Normal,Yes,Semi bright
2400SAB02,2400,B,TI,LAD,Buffed,144,Jumbo,No,Bright
2400YAB02,2400,B,TI,LAD,Buffed,144,Jumbo,No,Bright
2401SAD02,2401,D,TI,LAD,Buffed,312,Normal,No,Bright
2401YAD02,2401,D,TI,LAD,Buffed,312,Normal,No,Bright
2404SSB02,2404,B,FT,LAD,Shotblasting,220,Normal,Yes,Dull
2414YAA02,2414,A,TI,LAD,Buffed,312,Normal,No,Bright
2417SAB02,2417,B,TI,LAD,Buffed,312,Normal,No,Bright
2417YAB02,2417,B,TI,LAD,Buffed,312,Normal,No,Bright
2418SAC02,2418,C,TI,LAD,Buffed,312,Normal,No,Bright
2418YAC02,2418,C,TI,LAD,Buffed,312,Normal,No,Bright
2419SAA02,2419,A,TI,LAD,Buffed,312,Normal,No,Bright
2419YAA02,2419,A,TI,LAD,Buffed,312,Normal,No,Bright
2435YAA02,2435,A,TI,LAD,Buffed,312,Normal,No,Bright
2444SAB02,2444,B,TI,LAD,Buffed,312,Normal,No,Bright
2444WAB02,2444,B,TI,LAD,Buffed,312,Normal,No,Bright
2444YAB02/2N,2444,B,TI,LAD,Buffed,312,Normal,No,Bright
2444SAD02,2444,D,TI,LAD,Buffed,312,Normal,No,Bright
2444WAD02,2444,D,TI,LAD,Buffed,312,Normal,No,Bright
2444YAD02/2N,2444,D,TI,LAD,Buffed,312,Normal,No,Bright
2451YAA02/01,2451,A,TI,LAD,Buffed,312,?,No,Bright
2453YAA02,2453,A,TI,LAD,Buffed,312,Normal,No,Bright
2454YAA02,2454,A,TI,LAD,Buffed,312,Normal,No,Bright
2455SAA02,2455,A,TI,LAD,Buffed,312,Normal,No,Bright
2455YAA02,2455,A,TI,LAD,Buffed,312,Normal,No,Bright
2455SAB02,2455,B,TI,LAD,Buffed,312,Normal,No,Bright
2455WAB02,2455,B,TI,LAD,Buffed,312,Normal,No,Bright
2455YAB02,2455,B,TI,LAD,Buffed,312,Normal,No,Bright
2457SAB02,2457,B,TI,LAD,Buffed,312,Normal,No,Bright
2457YAB02,2457,B,TI,LAD,Buffed,312,Normal,No,Bright
2463YAA02,2463,A,TI,LAD,Buffed,220,?,No,Bright
2464YAA02,2464,A,TI,LAD,Buffed,220,Normal,No,Bright
2467YAA02,2467,A,TI,LAD,Buffed,312,Normal,No,Bright
2468YEA02,2468,A,TI,LAD,Bi-Finish,312,Normal,Yes,Semi bright
2468YEB02,2468,B,TI,LAD,Bi-Finish,312,Normal,Yes,Semi bright
2471BAA02,2471,A,TI,LAD,Buffed,312,Normal,No,Bright
2471YAA02,2471,A,TI,LAD,Buffed,312,Normal,No,Bright
2471WAB02,2471,B,TI,LAD,Buffed,312,Normal,No,Bright
2471YAB02,2471,B,TI,LAD,Buffed,312,Normal,No,Bright
2480YAD02/2N,2480,D,TI,LAD,Buffed,144,Normal,No,Bright
2480NAE02,2480,E,TI,LAD,Buffed,144,Normal,No,Bright
2480QAE02/BRN,2480,E,TI,LAD,Buffed,144,Normal,No,Bright
2480SAE02,2480,E,TI,LAD,Buffed,144,Normal,No,Bright
2480WAE02,2480,E,TI,LAD,Buffed,144,Normal,No,Bright
2480YAE02/2N,2480,E,TI,LAD,Buffed,144,Normal,No,Bright
2480SAF02,2480,F,TI,LAD,Buffed,144,Normal,No,Bright
2480SAJ02,2480,J,TI,LAD,Buffed,144,Normal,No,Bright
2480WAJ02,2480,J,TI,LAD,Buffed,144,Normal,No,Bright
2480YAJ02/2N,2480,J,TI,LAD,Buffed,144,Normal,No,Bright
2480SAL02,2480,L,TI,LAD,Buffed,0,Normal,No,Bright
2480SAM02,2480,M,TI,LAD,Buffed,144,Normal,No,Bright
2480WAM02,2480,M,TI,LAD,Buffed,144,Normal,No,Bright
2480YAM02/2N,2480,M,TI,LAD,Buffed,144,Normal,No,Bright
2480YAN02/2N,2480,N,TI,LAD,Buffed,144,Normal,No,Bright
2480SAP02,2480,P,TI,LAD,Buffed,144,Normal,No,Bright
2480WAP02,2480,P,TI,LAD,Buffed,144,Normal,No,Bright
2480YAP02/2N,2480,P,TI,LAD,Buffed,144,Normal,No,Bright
2480NAQ02,2480,Q,TI,LAD,Buffed,144,Normal,No,Bright
2480QAQ02/BRN,2480,Q,TI,LAD,Buffed,144,Normal,No,Bright
2480SAQ02,2480,Q,TI,LAD,Buffed,144,Normal,No,Bright
2480WAQ02,2480,Q,TI,LAD,Buffed,144,Normal,No,Bright
2480YAQ02/2N,2480,Q,TI,LAD,Buffed,144,Normal,No,Bright
2480SAR02,2480,R,TI,LAD,Buffed,144,Normal,No,Bright
2480WAR02,2480,R,TI,LAD,Buffed,144,Normal,No,Bright
2480YAR02/2N,2480,R,TI,LAD,Buffed,144,Normal,No,Bright
2481SAD02,2481,D,TI,LAD,Buffed,220,Normal,No,Bright
2481SAH02,2481,H,TI,LAD,Buffed,220,Normal,No,Bright
2481BAJ02,2481,J,TI,LAD,Buffed,220,Normal,No,Bright
2481KAJ02/SSRG,2481,J,TI,LAD,Buffed,220,Normal,No,Bright
2488SAA02,2488,A,TI,LAD,Buffed,312,Normal,No,Bright
2488YAA02,2488,A,TI,LAD,Buffed,312,Normal,No,Bright
2489BAC02,2489,C,TI,LAD,Buffed,312,Normal,No,Bright
2489SAC02,2489,C,TI,LAD,Buffed,220,Normal,No,Bright
2489YAC02,2489,C,TI,LAD,Buffed,220,Normal,No,Bright
2490SEC02,2490,C,TI,LAD,Buffed,220,Normal,No,Bright
2490YEC02,2490,C,TI,LAD,Buffed,220,Normal,No,Bright
2490SED02,2490,D,TI,LAD,Buffed,312,Normal,No,Bright
2490YED02,2490,D,TI,LAD,Buffed,220,Normal,No,Bright
2494YAA02,2494,A,TI,LAD,Buffed,220,Jumbo,No,Bright
2496WEB02,2496,B,TI,LAD,Bi-Finish,312,Normal,Yes,Semi bright
2497SAB02,2497,B,TI,LAD,Buffed,220,Normal,No,Bright
2497YAB02,2497,B,TI,LAD,Buffed,312,Normal,No,Bright
2497SAC02,2497,C,TI,LAD,Buffed,220,Normal,No,Bright
2497WAC02,2497,C,TI,LAD,Buffed,312,Normal,No,Bright
2497YAC02,2497,C,TI,LAD,Buffed,312,Normal,No,Bright
2497YAC02/2N,2497,C,TI,LAD,Buffed,220,Normal,No,Bright
2498SAB02,2498,B,TI,LAD,Buffed,220,Normal,No,Bright
2498YAB02,2498,B,TI,LAD,Buffed,220,Normal,No,Bright
2499SAA02,2499,A,TI,LAD,Buffed,220,Normal,No,Bright
2499WAA02,2499,A,TI,LAD,Buffed,220,Normal,No,Bright
2499YAA02,2499,A,TI,LAD,Buffed,220,Normal,No,Bright
2499SAB02,2499,B,TI,LAD,Buffed,220,Normal,No,Bright
2509NAA02,2509,A,TI,LAD,Buffed,220,Normal,No,Bright
2509SAA02,2509,A,TI,LAD,Buffed,220,Normal,No,Bright
2511SAA02,2511,A,TI,LAD,Buffed,312,Normal,No,Bright
2511WAA02,2511,A,TI,LAD,Buffed,312,Normal,No,Bright
2511YAA02/2N,2511,A,TI,LAD,Buffed,312,Normal,No,Bright
2511NAB02,2511,B,TI,LAD,Buffed,312,Normal,No,Bright
2511SAB02,2511,B,TI,LAD,Buffed,312,Normal,No,Bright
2511WAB02,2511,B,TI,LAD,Buffed,312,Normal,No,Bright
2511YAB02,2511,B,TI,LAD,Buffed,312,Normal,No,Bright
2512YAA02,2512,A,TI,LAD,Buffed,220,?,No,Bright
2513NEA02,2513,A,TI,LAD,Buffed,180,Normal,No,Bright
2513SEA02,2513,A,TI,LAD,Buffed,220,Normal,No,Bright
2520SAA02,2520,A,TI,LAD,Buffed,312,Normal,No,Bright
2520YAA02,2520,A,TI,LAD,Buffed,312,Normal,No,Bright
2521SAA02,2521,A,TI,LAD,Buffed,312,Normal,No,Bright
2521YAA02,2521,A,TI,LAD,Buffed,312,Normal,No,Bright
2521SAB02,2521,B,TI,LAD,Buffed,312,Normal,No,Bright
2521YAB02,2521,B,TI,LAD,Buffed,312,Normal,No,Bright
2522SAA02,2522,A,TI,LAD,Buffed,312,Normal,No,Bright
2522YAA02,2522,A,TI,LAD,Buffed,312,Normal,No,Bright
2527QAA02/DG,2527,A,TI,LAD,Buffed,312,Normal,No,Bright
2527SAA02,2527,A,TI,LAD,Buffed,220,Normal,No,Bright
2527YAA02,2527,A,TI,LAD,Buffed,312,Normal,No,Bright
2527YAA02/2N,2527,A,TI,LAD,Buffed,220,Normal,No,Bright
2527YAC02/2N,2527,C,TI,LAD,Buffed,220,Normal,No,Bright
2529YAA02,2529,A,TI,LAD,Buffed,312,?,No,Bright
2530SAA02,2530,A,TI,LAD,Buffed,220,Jumbo,No,Bright
2530WAA02,2530,A,TI,LAD,Buffed,220,Jumbo,No,Bright
2530YAA02,2530,A,TI,LAD,Buffed,220,Jumbo,No,Bright
2531NEA02,2531,A,TI,LAD,Bi-Finish,312,Normal,Yes,Semi bright
2531SEA02,2531,A,TI,LAD,Bi-Finish,312,Normal,Yes,Semi bright
2531YEA02,2531,A,TI,LAD,Bi-Finish,312,Normal,Yes,Semi bright
2532SAA02,2532,A,TI,LAD,Buffed,220,Jumbo,No,Bright
2532WAA02,2532,A,TI,LAD,Buffed,180,Jumbo,No,Bright
2532YAA02,2532,A,TI,LAD,Buffed,180,Jumbo,No,Bright
2532YDA02,2532,A,TI,LAD,Bi-Finish,180,Jumbo,Yes,Semi bright
2534SAB02,2534,B,TI,LAD,Buffed,312,Normal,No,Bright
2534YAB02,2534,B,TI,LAD,Buffed,220,Normal,No,Bright
2535YAB02,2535,B,TI,LAD,Buffed,312,Normal,No,Bright
2536SAB02,2536,B,TI,LAD,Buffed,312,Normal,No,Bright
2536YAB02,2536,B,TI,LAD,Buffed,312,Normal,No,Bright
2538YAB02,2538,B,TI,LAD,Buffed,312,Normal,No,Bright
2539SEA02,2539,A,TI,LAD,Bi-Finish,220,Normal,Yes,Semi bright
2539WEA02,2539,A,TI,LAD,Bi-Finish,220,Normal,Yes,Semi bright
2539YEA02/2N,2539,A,TI,LAD,Bi-Finish,220,Normal,Yes,Semi bright
2540SAA02,2540,A,TI,LAD,Buffed,312,Normal,No,Bright
2540WAA02,2540,A,TI,LAD,Buffed,312,Normal,No,Bright
2540YAA02/2N,2540,A,TI,LAD,Buffed,312,Normal,No,Bright
2540SAB02,2540,B,TI,LAD,Buffed,312,Normal,No,Bright
2540WAB02,2540,B,TI,LAD,Buffed,220,Normal,No,Bright
2540YAB02/2N,2540,B,TI,LAD,Buffed,220,Normal,No,Bright
2540SAC02,2540,C,TI,LAD,Buffed,312,Normal,No,Bright
2540WAC02,2540,C,TI,LAD,Buffed,220,Normal,No,Bright
2540YAC02/2N,2540,C,TI,LAD,Buffed,312,Normal,No,Bright
2540SAD02,2540,D,TI,LAD,Buffed,312,Normal,No,Bright
2540WAD02,2540,D,TI,LAD,Buffed,312,Normal,No,Bright
2540YAD02/2N,2540,D,TI,LAD,Buffed,312,Normal,No,Bright
2540SAG02,2540,G,TI,LAD,Buffed,220,Normal,No,Bright
2540WAG02,2540,G,TI,LAD,Buffed,220,Normal,No,Bright
2540YAG02/2N,2540,G,TI,LAD,Buffed,220,Normal,No,Bright
2540WAJ02,2540,J,TI,LAD,Buffed,220,Normal,No,Bright
2540YAJ02/2N,2540,J,TI,LAD,Buffed,220,Normal,No,Bright
2541SAA02,2541,A,TI,LAD,Buffed,220,Normal,No,Bright
2541WAA02,2541,A,TI,LAD,Buffed,220,Normal,No,Bright
2541YAA02,2541,A,TI,LAD,Buffed,220,Normal,No,Bright
2543SFA02,2543,A,TI,LAD,Bi-Finish,312,?,Yes,Semi bright
2543WFA02,2543,A,TI,LAD,Bi-Finish,312,?,Yes,Semi bright
2543YFA02/2N,2543,A,TI,LAD,Bi-Finish,312,?,Yes,Semi bright
2544YAA02/2N,2544,A,TI,LAD,Buffed,312,Normal,No,Bright
2544BAB02/2N,2544,B,TI,LAD,Buffed,312,Normal,No,Bright
2544SAB02,2544,B,TI,LAD,Buffed,312,Normal,No,Bright
2544WAB02,2544,B,TI,LAD,Buffed,312,Normal,No,Bright
2544YAB02/2N,2544,B,TI,LAD,Buffed,312,Normal,No,Bright
2553SAA02,2553,A,TI,LAD,Buffed,312,Normal,No,Bright
2553WAA02,2553,A,TI,LAD,Buffed,312,Normal,No,Bright
2553YAA02/2N,2553,A,TI,LAD,Buffed,312,Normal,No,Bright
2553SAB02,2553,B,TI,LAD,Buffed,312,Normal,No,Bright
2553YAB02/2N,2553,B,TI,LAD,Buffed,312,Normal,No,Bright
2553SAC02,2553,C,TI,LAD,Buffed,312,Normal,No,Bright
2553WAC02,2553,C,TI,LAD,Buffed,312,Normal,No,Bright
2553YAC02/2N,2553,C,TI,LAD,Buffed,312,Normal,No,Bright
2554SAA02,2554,A,TI,LAD,Buffed,180,Normal,No,Bright
2554KAB02,2554,B,TI,LAD,Buffed,180,Normal,No,Bright
2554SAB02,2554,B,TI,LAD,Buffed,144,Normal,No,Bright
2554YAB02/2N,2554,B,TI,LAD,Buffed,144,Normal,No,Bright
2556SKA02,2556,A,TI,LAD,Bi-Finish,180,Normal,Yes,Semi bright
2556SKB02,2556,B,TI,LAD,Bi-Finish,144,Normal,Yes,Semi bright
2557SAA02,2557,A,TI,LAD,Buffed,144,Normal,No,Bright
2558SAA02,2558,A,TI,LAD,Buffed,220,Normal,No,Bright
2562BAA02/2N,2562,A,TI,LAD,Buffed,312,Normal,No,Bright
2562KAA02,2562,A,TI,LAD,Buffed,312,Normal,No,Bright
2562SAA02,2562,A,TI,LAD,Buffed,312,Normal,No,Bright
2562YAA02/2N,2562,A,TI,LAD,Buffed,312,Normal,No,Bright
2563BAA02/2N,2563,A,TI,LAD,Buffed,220,Normal,No,Bright
2563KAA02,2563,A,TI,LAD,Buffed,312,Normal,No,Bright
2563SAA02,2563,A,TI,LAD,Buffed,312,Normal,No,Bright
2565SAA02,2565,A,TI,LAD,Buffed,180,Normal,No,Bright
2565WAA02,2565,A,TI,LAD,Buffed,180,Normal,No,Bright
2565YAA02/2N,2565,A,TI,LAD,Buffed,180,Normal,No,Bright
2565SAB02,2565,B,TI,LAD,Buffed,180,Normal,No,Bright
2565WAB02,2565,B,TI,LAD,Buffed,180,Normal,No,Bright
2566SAA02,2566,A,TI,LAD,Buffed,312,Normal,No,Bright
2566WAA02,2566,A,TI,LAD,Buffed,312,Normal,No,Bright
2567SAA02,2567,A,TI,LAD,Buffed,220,Normal,No,Bright
2567WAA02,2567,A,TI,LAD,Buffed,220,Normal,No,Bright
2567YAA02/2N,2567,A,TI,LAD,Buffed,220,Normal,No,Bright
2568SAA02,2568,A,TI,LAD,Buffed,312,Normal,No,Bright
2569SAA02,2569,A,TI,LAD,Buffed,144,Normal,No,Bright
2569WAA02,2569,A,TI,LAD,Buffed,144,Normal,No,Bright
2569SAB02,2569,B,TI,LAD,Buffed,144,Normal,No,Bright
2569WAB02,2569,B,TI,LAD,Buffed,144,Normal,No,Bright
2570NAA02,2570,A,TI,LAD,Buffed,180,Normal,No,Bright
2570SAA02,2570,A,TI,LAD,Buffed,180,Normal,No,Bright
2570WAA02,2570,A,TI,LAD,Buffed,180,Normal,No,Bright
2570SAB02,2570,B,TI,LAD,Buffed,180,Normal,No,Bright
2570WAB02,2570,B,TI,LAD,Buffed,180,Normal,No,Bright
2570SAC02,2570,C,TI,LAD,Buffed,144,Normal,No,Bright
2570WAC02,2570,C,TI,LAD,Buffed,144,Normal,No,Bright
2570SAD02,2570,D,TI,LAD,Buffed,144,Normal,No,Bright
2571SAA02,2571,A,TI,LAD,Buffed,312,Normal,No,Bright
2571YAA02,2571,A,TI,LAD,Buffed,312,Normal,No,Bright
2571SAB02,2571,B,TI,LAD,Buffed,312,Normal,No,Bright
2571YAB02,2571,B,TI,LAD,Buffed,312,Normal,No,Bright
2572SAA02,2572,A,TI,LAD,Buffed,220,Normal,No,Bright
2572YAA02,2572,A,TI,LAD,Buffed,220,Normal,No,Bright
2572SAB02,2572,B,TI,LAD,Buffed,220,Normal,No,Bright
2572WAB02,2572,B,TI,LAD,Buffed,220,Normal,No,Bright
2572YAB02,2572,B,TI,LAD,Buffed,220,Normal,No,Bright
2574SAA02,2574,A,TI,LAD,Buffed,220,Normal,No,Bright
2574YAA02,2574,A,TI,LAD,Buffed,220,Normal,No,Bright
2575QAA02/GUN,2575,A,TI,LAD,Buffed,312,Normal,No,Bright
2575WAA02,2575,A,TI,LAD,Buffed,220,Normal,No,Bright
2575YAA02/2N,2575,A,TI,LAD,Buffed,220,Normal,No,Bright
2575WAB02,2575,B,TI,LAD,Buffed,220,Normal,No,Bright
2575YAB02/2N,2575,B,TI,LAD,Buffed,220,Normal,No,Bright
2575QAC02/BR,2575,C,TI,LAD,Buffed,220,Normal,No,Bright
2575QAC02/GUN,2575,C,TI,LAD,Buffed,220,Normal,No,Bright
2575WAC02,2575,C,TI,LAD,Buffed,220,Normal,No,Bright
2575YAC02/2N,2575,C,TI,LAD,Buffed,220,Normal,No,Bright
2575WAD02,2575,D,TI,LAD,Buffed,220,Normal,No,Bright
2575YAD02/2N,2575,D,TI,LAD,Buffed,220,Normal,No,Bright
2575QAE02/BR,2575,E,TI,LAD,Buffed,220,Normal,No,Bright
